Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,140414,16:00:00,, ,,,,,,,,,1,0,,,,,1830.6
,SPX 14P1485,Apr 1485 Puts,140414,16:00:00,1485,P,140418,,0,,,,,1433,-0.002,0,0.079,-0.243,-0.002,0,-1
,SPX 14P1485D25,AprW4 1485 Puts,,,1485,P,140425,,0.05,,,,,,-0.036,0,1.394,-1.869,-0.077,0,
,SPX 14Q1485D2,MayW1 1485 Puts,,,1485,P,140502,,0.17,,,,,,-0.129,0.001,4.689,-3.909,-0.363,0,
,SPX 14Q1485D9,MayW2 1485 Puts,,,1485,P,140509,,0.32,,,,,,-0.242,0.002,8.663,-4.989,-0.833,0,
,SPX 14Q1485,May 1485 Puts,140414,16:00:00,1485,P,140516,,0.52,0.1,1,0.058,,15,-0.37,0.004,13.574,-6.174,-1.523,0,-1
,SPX 14Q1485D23,MayW4 1485 Puts,,,1485,P,140523,,0.85,,,,,,-0.565,0.005,21.041,-7.386,-2.785,0,
,SPX 14R1485,Jun 1485 Puts,140414,16:00:00,1485,P,140620,0.259,2.29,1.8,2.7,-0.017,,,-1.355,0.011,50.9,-9.566,-9.853,0,-1
,SPX 14X1485,Dec 1485 Puts,,,1485,P,141219,,15.24,,,,,,-6.656,0.034,261.867,-10.424,-132.403,0.043,
,SPX 14P1490,Apr 1490 Puts,140414,16:00:00,1490,P,140418,,0,,,,,1947,-0.002,0,0.083,-0.254,-0.002,0,-1
,SPX 14P1490D25,AprW4 1490 Puts,140414,16:00:00,1490,P,140425,,0.05,0.05,0.15,,10,136,-0.038,0,1.47,-1.953,-0.082,0,0.1
,SPX 14Q1490D2,MayW1 1490 Puts,140414,16:00:00,1490,P,140502,0.356,0.18,0.2,0.3,0.389,,133,-0.138,0.001,4.926,-5.439,-0.384,0,-1
,SPX 14Q1490D9,MayW2 1490 Puts,140414,16:00:00,1490,P,140509,0.321,0.34,0.3,0.5,0.176,,14,-0.258,0.003,9.084,-5.982,-0.879,0,-1
,SPX 14Q1490,May 1490 Puts,140414,16:00:00,1490,P,140516,,0.55,0.1,1,0,,17,-0.393,0.004,14.181,-6.401,-1.602,0,-1
,SPX 14Q1490D23,MayW4 1490 Puts,140414,16:00:00,1490,P,140523,0.287,0.89,0.75,1,-0.011,,10,-0.597,0.005,21.911,-7.56,-2.918,0,-1
,SPX 14R1490,Jun 1490 Puts,140414,16:00:00,1490,P,140620,0.258,2.39,1.9,2.8,-0.017,,28,-1.423,0.011,52.668,-9.919,-10.266,0,-1
,SPX 14R1490D30,JunQ 1490 Puts,140414,16:00:00,1490,P,140630,0.25,3.06,2.6,3.5,-0.003,,4,-1.734,0.013,65.717,-10.401,-14.303,0.001,-1
,SPX 14S1490,Jul 1490 Puts,140414,16:00:00,1490,P,140718,0.244,4.51,3.9,5,-0.013,,,-2.385,0.017,90.229,-11.384,-22.949,0.003,-1
,SPX 14X1490,Dec 1490 Puts,,,1490,P,141219,,15.7,,,,,,-6.874,0.037,267.275,-10.6,-136.205,0.046,
,SPX 15M1490,Jan15 1490 Puts,,,1490,P,150117,,24.95,,,,,,-7.058,0.031,336.679,-13.035,-198.89,0.056,
,SPX 14P1495,Apr 1495 Puts,140414,16:00:00,1495,P,140418,,0,,0.05,,5,1304,-0.002,0,0.088,-0.265,-0.002,0,0.05
