Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,150911,16:00:00,, ,,,,,,,,,1,0,,,,,1960.9
,SPX 15U1505D11,SepW2 1505 Puts,150911,16:00:00,1505,P,150911,,0,,0.05,,,658,0,0,0,0,0,0,-1
,SPX 15U1505,Sep 1505 Puts,150911,16:00:00,1505,P,150918,0.708,0.01,0.1,0.25,,106,668,-0.011,0,0.35,-9.943,-0.013,0,0.25
,SPX 15U1505D25,SepW4 1505 Puts,150911,16:00:00,1505,P,150925,0.527,0.16,0.35,0.45,1.5,,24,-0.099,0.001,3.411,-10.516,-0.23,0,-1
,SPX 15U1505D30,SepQ 1505 Puts,150911,16:00:00,1505,P,150930,0.474,0.34,0.45,0.65,0.618,,,-0.188,0.001,6.796,-10.556,-0.566,0,-1
,SPX 15V1505D2,OctW1 1505 Puts,150911,16:00:00,1505,P,151002,0.463,0.48,0.6,0.75,0.417,,,-0.249,0.002,9.016,-11.486,-0.813,0,-1
,SPX 15V1505D9,OctW2 1505 Puts,150911,16:00:00,1505,P,151009,0.429,0.94,1,1.15,0.149,,52,-0.446,0.003,16.514,-12.868,-1.837,0,-1
,SPX 15V1505,Oct 1505 Puts,150911,16:00:00,1505,P,151016,0.407,1.55,0.9,2,-0.065,,225,-0.67,0.004,25.15,-13.613,-3.257,0.001,-1
,SPX 15V1505D30,OctM 1505 Puts,150911,16:00:00,1505,P,151030,0.388,3.2,3,3.6,0.031,,,-1.203,0.007,47.12,-18.313,-8.007,0.005,-1
,SPX 15W1505,Nov 1505 Puts,150911,16:00:00,1505,P,151120,0.365,5.77,5.2,6.5,0.014,,,-1.959,0.01,78.185,-20.333,-17.119,0.014,-1
,SPX 15W1505D30,NovM 1505 Puts,150911,16:00:00,1505,P,151130,0.352,6.95,6.7,7.3,0.007,,,-2.242,0.011,93.016,-20.097,-22.548,0.021,-1
,SPX 15X1505D31,DecQ 1505 Puts,150911,16:00:00,1505,P,151231,0.335,11.75,11.3,12.1,-0.004,,,-3.245,0.014,142.721,-21.155,-44.388,0.042,-1
,SPX 15U1510D11,SepW2 1510 Puts,150911,16:00:00,1510,P,150911,,0,,0.05,,,2081,0,0,0,0,0,0,-1
,SPX 15U1510,Sep 1510 Puts,150911,16:00:00,1510,P,150918,,0.02,,0.2,,50,2496,-0.012,0,0.369,-1.018,-0.014,0,0.2
,SPX 15U1510D25,SepW4 1510 Puts,150911,16:00:00,1510,P,150925,0.521,0.17,0.35,0.45,1.353,,65,-0.105,0.001,3.558,-10.506,-0.241,0,-1
,SPX 15U1510D30,SepQ 1510 Puts,150911,16:00:00,1510,P,150930,0.466,0.36,0.45,0.6,0.472,,245,-0.198,0.002,7.057,-10.194,-0.59,0,-1
,SPX 15V1510D2,OctW1 1510 Puts,150911,16:00:00,1510,P,151002,0.458,0.49,0.6,0.75,0.388,,29,-0.261,0.002,9.343,-11.492,-0.846,0,-1
,SPX 15V1510D9,OctW2 1510 Puts,150911,16:00:00,1510,P,151009,0.425,0.97,1,1.2,0.134,,145,-0.466,0.003,17.05,-13.024,-1.906,0,-1
,SPX 15V1510,Oct 1510 Puts,150911,16:00:00,1510,P,151016,0.404,1.6,0.95,2.05,-0.062,,670,-0.698,0.004,25.889,-13.935,-3.369,0.001,-1
,SPX 15V1510D30,OctM 1510 Puts,150911,16:00:00,1510,P,151030,0.386,3.29,3.1,3.7,0.033,,25,-1.248,0.007,48.3,-18.769,-8.248,0.005,-1
,SPX 15W1510,Nov 1510 Puts,150911,16:00:00,1510,P,151120,0.355,5.92,4.2,6.6,-0.088,,111,-2.024,0.01,79.89,-19.132,-17.582,0.015,-1
