Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,160304,16:00:00,, ,,,,,,,,,1,0,,,,,1999.9
,SPX 16O1585D4,MarW1 1585 Puts,160304,16:00:00,1585,P,160304,,0,,0.05,,,130,0,0,0,0,0,0,-1
,SPX 16O1585D11,MarW2 1585 Puts,160304,16:00:00,1585,P,160311,,0,,0.05,,,173,-0.001,0,0.038,-0.057,-0.001,0,-1
,SPX 16O1585,Mar 1585 Puts,160304,16:00:00,1585,P,160318,0.465,0.03,0.1,0.45,,,952,-0.028,0,1.128,-8.093,-0.065,0,-1
,SPX 16O1585D24,MarW4 1585 Puts,160304,16:00:00,1585,P,160324,0.365,0.1,0.15,0.25,,,18,-0.076,0.001,3.118,-4.186,-0.239,0,-1
,SPX 16O1585D31,MarQ 1585 Puts,160304,16:00:00,1585,P,160331,0.336,0.23,0.3,0.4,0.522,,129,-0.163,0.001,6.814,-5.177,-0.65,0,-1
,SPX 16P1585D1,AprW1 1585 Puts,160304,16:00:00,1585,P,160401,0.333,0.28,0.25,0.5,0.357,,24,-0.187,0.002,7.812,-5.344,-0.77,0,-1
,SPX 16P1585,Apr 1585 Puts,160304,16:00:00,1585,P,160415,0.309,0.9,0.45,1.4,0.022,,200,-0.528,0.004,21.41,-7.746,-2.869,0,-1
,SPX 16P1585D29,AprM 1585 Puts,160304,16:00:00,1585,P,160429,0.294,2.11,1.75,2,-0.109,,2,-1.042,0.007,43.053,-10.126,-7.448,0.002,-1
,SPX 16Q1585,May 1585 Puts,160304,16:00:00,1585,P,160520,0.287,4.24,3.4,4.4,-0.08,,,-1.811,0.011,75.706,-13.237,-16.757,0.007,-1
,SPX 16O1590D4,MarW1 1590 Puts,160304,16:00:00,1590,P,160304,,0,,0.05,,,352,0,0,0,0,0,0,-1
,SPX 16O1590D11,MarW2 1590 Puts,160304,16:00:00,1590,P,160311,,0,,0.05,,,762,-0.001,0,0.041,-0.062,-0.001,0,-1
