Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,140220,16:00:00,, ,,,,,,,,,1,0,,,,,1839.8
,SPX 14N1495,Feb 1495 Puts,140220,16:00:00,1495,P,140221,,0,,,,,1906,0,0,0,0,0,0,-1
,SPX 14N1495D28,FebW5 1495 Puts,140220,16:00:00,1495,P,140228,,0.26,0.05,0.1,,10,645,-0.018,0,4.351,-10.743,-0.242,0,0.1
,SPX 14O1495D7,MarW2 1495 Puts,140220,16:00:00,1495,P,140307,0.41,0.51,0.3,0.45,-0.255,,10,-0.095,0.001,9.422,-9.098,-0.747,0,-1
,SPX 14O1495D14,MarW3 1495 Puts,140220,16:00:00,1495,P,140314,0.368,0.83,0.6,0.75,-0.181,,14,-0.176,0.001,15.801,-10.489,-1.586,0,-1
,SPX 14O1495,Mar 1495 Puts,140220,16:00:00,1495,P,140321,0.332,0.95,0.6,0.9,-0.211,1,2004,-0.293,0.002,19.345,-9.126,-2.211,0,0.8
,SPX 14O1495D28,MarW5 1495 Puts,140220,16:00:00,1495,P,140328,0.314,1.24,1.05,1.35,-0.032,,,-0.426,0.003,26.031,-10.517,-3.468,0,-1
,SPX 14P1495,Apr 1495 Puts,140220,16:00:00,1495,P,140418,0.272,1.94,1.5,2.4,0.005,,45,-0.822,0.006,42.77,-10.092,-7.474,0,-1
,SPX 14X1495,Dec 1495 Puts,,,1495,P,141219,,26.26,,,,,,-7.284,0.031,359.605,-12.335,-224.205,0.057,
,SPX 14N1500,Feb 1500 Puts,140220,16:00:00,1500,P,140221,,0,,0.05,,20,45203,0,0,0,0,0,0,-1
,SPX 14N1500D28,FebW5 1500 Puts,140220,16:00:00,1500,P,140228,,0.26,0.1,0.15,,103,9256,-0.019,0,4.429,-10.795,-0.247,0,0.1
