Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,151123,16:00:00,, ,,,,,,,,,1,0,,,,,2086.7
,SPX 15W1710D27,NovW4 1710 Puts,151123,16:00:00,1710,P,151127,,0.02,,0.05,,,361,-0.004,0,0.563,-1.846,-0.019,0,-1
,SPX 15W1710D30,NovM 1710 Puts,151123,16:00:00,1710,P,151130,,0.04,,0.1,,1,302,-0.01,0,1.115,-2.332,-0.05,0,0.05
,SPX 15X1710D4,DecW1 1710 Puts,151123,16:00:00,1710,P,151204,,0.09,0.1,0.2,,2,902,-0.047,0,2.484,-3.402,-0.144,0,0.15
,SPX 15X1710D11,DecW2 1710 Puts,151123,16:00:00,1710,P,151211,0.347,0.18,0.25,0.35,0.667,,108,-0.108,0.001,5.241,-6.408,-0.404,0,-1
,SPX 15X1710,Dec 1710 Puts,151123,16:00:00,1710,P,151218,0.318,0.43,0.35,0.55,0.047,31,730,-0.252,0.002,11.353,-7,-1.094,0,0.5
,SPX 15X1710D24,DecW4 1710 Puts,151123,16:00:00,1710,P,151224,0.3,0.67,0.7,0.85,0.149,,19,-0.394,0.003,17.256,-8.617,-1.967,0,-1
,SPX 15X1710D31,DecQ 1710 Puts,151123,16:00:00,1710,P,151231,0.283,0.99,0.95,1.1,0.03,,2404,-0.578,0.005,24.762,-8.91,-3.255,0,-1
,SPX 16M1710,Jan16 1710 Puts,151123,16:00:00,1710,P,160115,0.272,2.24,1.85,2.5,-0.031,180,18,-1.169,0.008,48.512,-11.963,-8.225,0,2.1
,SPX 16M1710D29,Jan16M 1710 Puts,151123,16:00:00,1710,P,160129,0.267,3.96,3.8,4.2,0.01,,2,-1.838,0.012,76.751,-14.973,-15.954,0,-1
,SPX 16N1710,Feb16 1710 Puts,151123,16:00:00,1710,P,160219,0.262,6.79,6.4,7.2,0.001,,4,-2.706,0.016,116.776,-17.182,-29.979,0.001,-1
,SPX 15W1715D27,NovW4 1715 Puts,151123,16:00:00,1715,P,151127,,0.02,,0.05,,,184,-0.004,0,0.576,-1.869,-0.02,0,-1
,SPX 15W1715D30,NovM 1715 Puts,151123,16:00:00,1715,P,151130,,0.04,,0.1,,,367,-0.011,0,1.145,-2.368,-0.051,0,-1
,SPX 15X1715D4,DecW1 1715 Puts,151123,16:00:00,1715,P,151204,,0.09,0.1,0.2,,,97,-0.05,0,2.581,-3.504,-0.15,0,-1
