Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,130523,16:00:00,, ,,,,,,,,,1,0,,,,,1650.6
,SPX 13Q1370D24,MayW4 1370 Puts,130523,16:00:00,1370,P,130524,,0.01,,0.05,,,125,-0.002,0,0.232,-1.359,-0.005,0,-1
,SPX 13Q1370D31,MayW5 1370 Puts,130523,16:00:00,1370,P,130531,,0.07,,0.1,,,5,-0.034,0,1.85,-3.519,-0.094,0,-1
,SPX 13R1370D7,JunW2 1370 Puts,130523,16:00:00,1370,P,130607,,0.16,,0.15,,,,-0.102,0.001,4.364,-4.207,-0.314,0,-1
,SPX 13R1370D14,JunW3 1370 Puts,130523,16:00:00,1370,P,130614,0.299,0.29,0.2,0.3,-0.138,,555,-0.186,0.002,7.96,-4.384,-0.726,0,-1
,SPX 13R1370,Jun 1370 Puts,130523,16:00:00,1370,P,130621,,0.39,0.05,0.55,-0.231,,14740,-0.276,0.003,11.029,-5.08,-1.163,0,-1
,SPX 13R1370D28,JunQ 1370 Puts,130523,16:00:00,1370,P,130628,,0.61,0.2,1,-0.016,,1,-0.438,0.005,16.937,-5.811,-2.118,0,-1
,SPX 13S1370,Jul 1370 Puts,130523,16:00:00,1370,P,130719,0.237,1.48,1.05,1.6,-0.101,,97,-1.025,0.01,37.282,-7.145,-6.438,0,-1
,SPX 13T1370,Aug 1370 Puts,130523,16:00:00,1370,P,130816,0.228,3.31,2.8,3.8,-0.003,,27,-2.104,0.018,73.06,-9.673,-17.226,0,-1
,SPX 13U1370,Sep 1370 Puts,130523,16:00:00,1370,P,130920,0.219,6.27,5.7,6.9,0.005,4,4,-3.575,0.027,121.491,-10.985,-37.633,0,6.35
,SPX 13Q1375D24,MayW4 1375 Puts,130523,16:00:00,1375,P,130524,,0.01,,0.05,,,2648,-0.002,0,0.239,-1.376,-0.005,0,-1
,SPX 13Q1375D31,MayW5 1375 Puts,130523,16:00:00,1375,P,130531,,0.08,,0.05,,21,674,-0.036,0,1.924,-3.613,-0.098,0,0.05
,SPX 13R1375D7,JunW2 1375 Puts,130523,16:00:00,1375,P,130607,,0.17,,0.2,0.176,,1357,-0.11,0.001,4.569,-4.353,-0.331,0,-1
,SPX 13R1375D14,JunW3 1375 Puts,130523,16:00:00,1375,P,130614,0.298,0.3,0.25,0.3,-0.067,,1021,-0.199,0.002,8.325,-4.812,-0.763,0,-1
,SPX 13R1375,Jun 1375 Puts,130523,16:00:00,1375,P,130621,0.279,0.4,0.3,0.55,0.05,3,40580,-0.295,0.003,11.555,-5.451,-1.227,0,0.4
,SPX 13R1375D28,JunQ 1375 Puts,130523,16:00:00,1375,P,130628,0.261,0.64,0.25,1.05,0.016,,1450,-0.468,0.005,17.724,-6.156,-2.232,0,-1
,SPX 13S1375,Jul 1375 Puts,130523,16:00:00,1375,P,130719,0.237,1.55,1.1,1.8,-0.052,455,8450,-1.087,0.011,38.832,-7.683,-6.758,0,1.8
,SPX 13T1375,Aug 1375 Puts,130523,16:00:00,1375,P,130816,0.226,3.45,3,3.9,0.006,1,2636,-2.216,0.019,75.655,-9.94,-17.989,0,3.85
,SPX 13U1375,Sep 1375 Puts,130523,16:00:00,1375,P,130920,0.218,6.51,5.9,7.2,0.006,,12663,-3.742,0.028,125.12,-11.317,-39.099,0.001,-1
,SPX 13U1375D30,SepQ 1375 Puts,130523,16:00:00,1375,P,130930,0.215,7.4,6.8,8.1,0.007,3,726,-4.178,0.031,139.129,-11.363,-46.428,0.001,7.5
,SPX 13X1375,Dec 1375 Puts,130523,16:00:00,1375,P,131220,0.21,17.1,15.9,17.8,-0.013,2,21600,-6.92,0.04,253.103,-12.43,-125.341,0.008,17.35
,SPX 14M1375,Jan14 1375 Puts,130523,16:00:00,1375,P,140118,0.208,20.01,19,21,0,30,3117,-7.799,0.043,286.146,-12.254,-156.082,0.012,20.3
,SPX 14O1375,Mar14 1375 Puts,130523,16:00:00,1375,P,140321,0.211,20.13,28.2,30.5,0.458,,2121,-10.367,0.059,322.832,-12.56,-198.011,0.023,-1
,SPX 13Q1380D24,MayW4 1380 Puts,130523,16:00:00,1380,P,130524,,0.01,,0.05,,,7860,-0.002,0,0.245,-1.393,-0.005,0,-1
,SPX 13Q1380D31,MayW5 1380 Puts,130523,16:00:00,1380,P,130531,,0.08,,0.1,,11,357,-0.039,0,2.003,-3.712,-0.102,0,-1
,SPX 13R1380D7,JunW2 1380 Puts,130523,16:00:00,1380,P,130607,,0.17,,0.2,0.176,,141,-0.117,0.001,4.787,-4.506,-0.348,0,-1
,SPX 13R1380D14,JunW3 1380 Puts,130523,16:00:00,1380,P,130614,0.295,0.31,0.15,0.45,-0.032,,210,-0.213,0.002,8.712,-5.096,-0.804,0,-1
,SPX 13R1380,Jun 1380 Puts,130523,16:00:00,1380,P,130621,,0.42,0.05,0.85,0.095,61,3998,-0.316,0.004,12.112,-5.459,-1.294,0,0.6
,SPX 13R1380D28,JunQ 1380 Puts,130523,16:00:00,1380,P,130628,0.256,0.67,0.25,1.05,-0.03,,1,-0.5,0.006,18.555,-6.099,-2.353,0,-1
,SPX 13S1380,Jul 1380 Puts,130523,16:00:00,1380,P,130719,0.239,1.62,1.35,2.05,0.049,,22961,-1.154,0.012,40.454,-8.572,-7.097,0,-1
,SPX 13T1380,Aug 1380 Puts,130523,16:00:00,1380,P,130816,0.224,3.6,3.1,4.1,0,,6,-2.335,0.02,78.342,-10.213,-18.789,0,-1
,SPX 13U1380,Sep 1380 Puts,130523,16:00:00,1380,P,130920,0.216,6.77,6.1,7.4,-0.003,10,5,-3.916,0.03,128.845,-11.496,-40.623,0.001,6.85
,SPX 13Q1385D24,MayW4 1385 Puts,,,1385,P,130524,,0.01,,,,,,-0.002,0,0.252,-1.412,-0.005,0,
,SPX 13Q1385D31,MayW5 1385 Puts,,,1385,P,130531,,0.08,,,,,,-0.042,0,2.087,-3.816,-0.107,0,
,SPX 13R1385D7,JunW2 1385 Puts,,,1385,P,130607,,0.18,,,,,,-0.126,0.001,5.02,-4.668,-0.367,0,
,SPX 13R1385D14,JunW3 1385 Puts,,,1385,P,130614,,0.33,,,,,,-0.228,0.003,9.123,-5.462,-0.847,0,
,SPX 13R1385,Jun 1385 Puts,130523,16:00:00,1385,P,130621,,0.45,0.1,0.8,0.022,2,6150,-0.338,0.004,12.703,-5.663,-1.367,0,0.65
,SPX 13S1385,Jul 1385 Puts,130523,16:00:00,1385,P,130719,0.235,1.7,1.25,2.15,0,,19,-1.225,0.012,42.15,-8.519,-7.455,0,-1
,SPX 13Q1390D24,MayW4 1390 Puts,130523,16:00:00,1390,P,130524,,0.01,,0.05,,,2554,-0.003,0,0.259,-1.432,-0.006,0,-1
,SPX 13Q1390D31,MayW5 1390 Puts,130523,16:00:00,1390,P,130531,,0.08,,0.1,,,3019,-0.045,0.001,2.176,-3.927,-0.112,0,-1
,SPX 13R1390D7,JunW2 1390 Puts,130523,16:00:00,1390,P,130607,,0.19,0.05,0.2,,,200,-0.135,0.002,5.267,-4.839,-0.388,0,-1
,SPX 13R1390D14,JunW3 1390 Puts,130523,16:00:00,1390,P,130614,0.29,0.34,0.2,0.5,0.029,,84,-0.245,0.003,9.559,-5.787,-0.893,0,-1
,SPX 13R1390,Jun 1390 Puts,130523,16:00:00,1390,P,130621,,0.47,0.1,0.6,-0.234,10,6849,-0.363,0.004,13.33,-5.877,-1.444,0,0.5
