Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,161121,16:00:00,, ,,,,,,,,,1,0,,,,,2198.2
,SPX 16W1810D25,NovW4 1810 Puts,161121,16:00:00,1810,P,161125,,0.33,,0.05,,,150,0,0,4.264,-21.294,-0.179,0,-1
,SPX 16W1810D30,NovM 1810 Puts,161121,16:00:00,1810,P,161130,,0.09,,0.05,,,158,-0.009,0,2.412,-4.117,-0.128,0,-1
,SPX 16X1810D2,DecW1 1810 Puts,161121,16:00:00,1810,P,161202,,0.13,0.05,0.1,,2,180,-0.018,0,3.319,-4.621,-0.197,0,0.03
,SPX 16X1810D9,DecW2 1810 Puts,161121,16:00:00,1810,P,161209,,0.17,0.1,0.2,,,209,-0.058,0,5.106,-3.875,-0.39,0,-1
,SPX 16X1810,Dec 1810 Puts,161121,16:00:00,1810,P,161216,,0.25,0.1,0.55,0.32,,1033,-0.122,0.001,7.964,-4.294,-0.724,0,-1
,SPX 16X1810D23,DecW4 1810 Puts,161121,16:00:00,1810,P,161223,0.272,0.41,0.45,0.55,0.22,,168,-0.207,0.002,12.957,-5.844,-1.418,0,-1
,SPX 16X1810D30,DecQ 1810 Puts,161121,16:00:00,1810,P,161230,0.26,0.65,0.7,0.8,0.154,,170,-0.318,0.002,19.714,-6.743,-2.493,0,-1
,SPX 17M1810,Jan17 1810 Puts,161121,16:00:00,1810,P,170120,0.242,1.67,1.55,2.05,0.078,,1015,-0.785,0.006,44.708,-9.207,-7.722,0,-1
,SPX 17N1810,Feb17 1810 Puts,161121,16:00:00,1810,P,170217,0.234,4.43,4.1,4.8,0.007,45,469,-1.833,0.011,96.335,-12.615,-23.002,0,4.65
,SPX 16W1815D25,NovW4 1815 Puts,161121,16:00:00,1815,P,161125,,0.32,,0.05,,,96,0,0,4.287,-21.122,-0.18,0,-1
,SPX 16W1815D30,NovM 1815 Puts,161121,16:00:00,1815,P,161130,,0.09,,0.05,,,65,-0.01,0,2.456,-4.144,-0.13,0,-1
,SPX 16X1815D2,DecW1 1815 Puts,161121,16:00:00,1815,P,161202,,0.13,,0.1,,,155,-0.019,0,3.385,-4.66,-0.201,0,-1
,SPX 16X1815D9,DecW2 1815 Puts,161121,16:00:00,1815,P,161209,,0.17,0.1,0.2,,,159,-0.061,0,5.256,-3.95,-0.403,0,-1
,SPX 16X1815,Dec 1815 Puts,161121,16:00:00,1815,P,161216,,0.26,0.1,0.55,0.269,5,773,-0.128,0.001,8.241,-4.404,-0.752,0,0.35
,SPX 16X1815D23,DecW4 1815 Puts,161121,16:00:00,1815,P,161223,0.269,0.42,0.45,0.55,0.19,,102,-0.217,0.002,13.406,-5.85,-1.474,0,-1
,SPX 16X1815D30,DecQ 1815 Puts,161121,16:00:00,1815,P,161230,0.26,0.67,0.75,0.85,0.194,,37,-0.333,0.003,20.36,-7.151,-2.587,0,-1
,SPX 17M1815,Jan17 1815 Puts,161121,16:00:00,1815,P,170120,0.239,1.73,1.55,2.1,0.058,1,4,-0.82,0.006,46.029,-9.22,-7.993,0,1.9
,SPX 16W1820D25,NovW4 1820 Puts,161121,16:00:00,1820,P,161125,,0.32,,0.05,,,370,0,0,4.31,-20.951,-0.181,0,-1
,SPX 16W1820D30,NovM 1820 Puts,161121,16:00:00,1820,P,161130,,0.1,,0.05,,,108,-0.01,0,2.501,-4.171,-0.133,0,-1
,SPX 16X1820D2,DecW1 1820 Puts,161121,16:00:00,1820,P,161202,,0.13,,0.1,,,99,-0.02,0,3.453,-4.701,-0.206,0,-1
,SPX 16X1820D9,DecW2 1820 Puts,161121,16:00:00,1820,P,161209,0.312,0.17,0.15,0.2,0.059,,258,-0.064,0.001,5.413,-4.135,-0.416,0,-1
,SPX 16X1820,Dec 1820 Puts,161121,16:00:00,1820,P,161216,0.293,0.27,0.15,0.55,0.296,1,1435,-0.135,0.001,8.531,-5.684,-0.782,0,0.4
,SPX 16X1820D23,DecW4 1820 Puts,161121,16:00:00,1820,P,161223,0.268,0.44,0.45,0.6,0.205,1,308,-0.228,0.002,13.875,-6.152,-1.532,0,0.58
,SPX 16X1820D30,DecQ 1820 Puts,161121,16:00:00,1820,P,161230,0.256,0.7,0.75,0.85,0.143,,289,-0.35,0.003,21.033,-7.076,-2.685,0,-1
,SPX 17M1820,Jan17 1820 Puts,161121,16:00:00,1820,P,170120,0.238,1.78,1.65,2.15,0.067,,1647,-0.856,0.006,47.396,-9.52,-8.274,0,-1
,SPX 17N1820,Feb17 1820 Puts,161121,16:00:00,1820,P,170217,0.23,4.68,4.3,5,-0.004,109,436,-1.974,0.012,101.092,-12.967,-24.415,0,4.8
,SPX 17O1820,Mar17 1820 Puts,161121,16:00:00,1820,P,170317,0.228,8.48,8.1,8.8,-0.004,,,-3.183,0.017,158.176,-15.224,-48.161,0.001,-1
,SPX 16W1825D25,NovW4 1825 Puts,161121,16:00:00,1825,P,161125,,0.32,,0.05,,,27909,0,0,4.333,-20.781,-0.182,0,-1
,SPX 16W1825D30,NovM 1825 Puts,161121,16:00:00,1825,P,161130,,0.1,,0.05,,,6276,-0.011,0,2.548,-4.2,-0.135,0,-1
,SPX 16X1825D2,DecW1 1825 Puts,161121,16:00:00,1825,P,161202,,0.13,0.05,0.1,,,344,-0.021,0,3.524,-4.743,-0.211,0,-1
,SPX 16X1825D9,DecW2 1825 Puts,161121,16:00:00,1825,P,161209,,0.18,0.1,0.2,,,8362,-0.067,0.001,5.577,-4.108,-0.43,0,-1
,SPX 16X1825,Dec 1825 Puts,161121,16:00:00,1825,P,161216,0.284,0.28,0.2,0.4,0.071,703,25052,-0.142,0.001,8.833,-4.954,-0.813,0,0.28
,SPX 16X1825D23,DecW4 1825 Puts,161121,16:00:00,1825,P,161223,0.265,0.45,0.5,0.6,0.222,26,1005,-0.24,0.002,14.364,-6.315,-1.593,0,0.55
,SPX 16X1825D30,DecQ 1825 Puts,161121,16:00:00,1825,P,161230,0.254,0.72,0.75,0.9,0.139,37,4071,-0.367,0.003,21.733,-7.251,-2.788,0,0.8
,SPX 17M1825,Jan17 1825 Puts,161121,16:00:00,1825,P,170120,0.234,1.84,1.7,2.05,0.022,99,12018,-0.894,0.006,48.809,-9.439,-8.567,0,1.9
,SPX 17M1825D31,Jan17M 1825 Puts,161121,16:00:00,1825,P,170131,0.229,2.69,2.75,2.9,0.052,,2076,-1.301,0.009,67.243,-10.752,-13.589,0,-1
,SPX 17N1825,Feb17 1825 Puts,161121,16:00:00,1825,P,170217,0.229,4.82,4.5,5.2,0.006,41,489,-2.049,0.013,103.562,-13.307,-25.158,0,4.9
,SPX 17O1825,Mar17 1825 Puts,161121,16:00:00,1825,P,170317,0.227,8.7,8.3,9.1,-0.001,295,15150,-3.289,0.018,161.45,-15.451,-49.453,0.001,8.57
,SPX 17O1825D31,Mar17Q 1825 Puts,161121,16:00:00,1825,P,170331,0.226,11.01,10.8,11.2,-0.001,,3314,-3.835,0.02,191.978,-16.188,-65.054,0.001,-1
,SPX 17R1825,Jun17 1825 Puts,161121,16:00:00,1825,P,170616,0.222,23.46,23,24.1,0.006,1,1685,-6.81,0.026,331.858,-17.315,-162.837,0.009,24.8
