Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,180327,16:00:00,, ,,,,,,,,,1,0,,,,,2612.6
,SPX 18O2160D29,MarQ 2160 Puts,180327,16:00:00,2160,P,180329,,0.01,,4.9,,,1229,-0.006,0,0.195,-0.759,-0.005,0,-1
,SPX 18P2160D6,AprW1 2160 Puts,180327,16:00:00,2160,P,180406,0.466,0.33,0.5,0.7,0.818,,,-0.187,0.001,6.808,-19.548,-0.417,0,-1
,SPX 18P2160D13,AprW2 2160 Puts,180327,16:00:00,2160,P,180413,0.413,1.22,1.4,1.6,0.23,,5,-0.532,0.003,21.334,-26.45,-1.913,0,-1
,SPX 18P2160,Apr 2160 Puts,180327,16:00:00,2160,P,180420,0.386,2.07,2.25,2.55,0.159,,195,-0.843,0.005,34.609,-29.128,-3.819,0,-1
,SPX 18P2160D27,AprW4 2160 Puts,180327,16:00:00,2160,P,180427,0.357,3.4,3.4,3.7,0.044,,,-1.208,0.007,53.906,-29.746,-7.323,0,-1
,SPX 18P2160D30,AprM 2160 Puts,180327,16:00:00,2160,P,180430,0.344,3.66,3.6,3.8,0.011,,,-1.297,0.007,58.853,-28.118,-8.444,0,-1
,SPX 18Q2160D4,MayW1 2160 Puts,180327,16:00:00,2160,P,180504,0.341,4.69,4.5,4.9,0.002,,,-1.573,0.008,71.562,-30.343,-11.221,0.001,-1
,SPX 18Q2160,May 2160 Puts,180327,16:00:00,2160,P,180518,0.328,7.72,7.5,7.9,-0.003,,197,-2.335,0.011,108.132,-33.079,-21.086,0.003,-1
,SPX 18Q2160D31,MayM 2160 Puts,180327,16:00:00,2160,P,180531,0.311,10.45,10,10.5,-0.019,,,-2.945,0.013,141.886,-32.011,-32.714,0.008,-1
,SPX 18R2160,Jun 2160 Puts,180327,16:00:00,2160,P,180615,0.304,13.74,13.5,14,0.001,,50,-3.76,0.015,177.763,-32.568,-47.244,0.014,-1
