Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,170131,16:00:00,, ,,,,,,,,,1,0,,,,,2278.9
,SPX 17M1920D31,JanM 1920 Puts,170131,16:00:00,1920,P,170131,,0,,0.05,,,414,0,0,0,0,0,0,-1
,SPX 17N1920D3,FebW1 1920 Puts,170131,16:00:00,1920,P,170203,,0.27,0.05,0.1,,,659,0,0,3.728,-20.76,-0.138,0,-1
,SPX 17N1920D10,FebW2 1920 Puts,170131,16:00:00,1920,P,170210,0.388,0.57,0.2,0.3,-0.561,,45,-0.036,0,10.388,-8.962,-0.687,0,-1
,SPX 17N1920,Feb 1920 Puts,170131,16:00:00,1920,P,170217,0.34,0.9,0.35,0.7,-0.422,,2956,-0.097,0.001,17.53,-11.244,-1.514,0,-1
,SPX 17N1920D24,FebW4 1920 Puts,170131,16:00:00,1920,P,170224,0.289,0.91,0.6,0.7,-0.286,,53,-0.197,0.001,21.44,-9.401,-2.244,0,-1
,SPX 17N1920D28,FebM 1920 Puts,170131,16:00:00,1920,P,170228,0.272,0.88,0.65,0.8,-0.17,,229,-0.25,0.002,22.664,-8.888,-2.544,0,-1
,SPX 17O1920D3,MarW1 1920 Puts,170131,16:00:00,1920,P,170303,0.266,1.02,0.85,0.95,-0.118,,32,-0.321,0.002,26.097,-9.66,-3.126,0,-1
,SPX 17O1920,Mar 1920 Puts,170131,16:00:00,1920,P,170317,0.246,1.99,1.4,1.95,-0.161,,307,-0.643,0.004,47.326,-11.322,-7.297,0,-1
,SPX 17O1920D31,MarQ 1920 Puts,170131,16:00:00,1920,P,170331,0.23,2.94,2.6,2.75,-0.088,,1093,-1.08,0.007,69.161,-12.263,-12.973,0,-1
,SPX 17P1920,Apr 1920 Puts,170131,16:00:00,1920,P,170421,0.219,4.53,4.2,4.8,-0.007,,155,-1.817,0.012,101.921,-13.594,-23.477,0,-1
,SPX 17M1925D31,JanM 1925 Puts,170131,16:00:00,1925,P,170131,,0,,0.05,,,2019,0,0,0,0,0,0,-1
,SPX 17N1925D3,FebW1 1925 Puts,170131,16:00:00,1925,P,170203,,0.27,0.05,0.1,,180,6710,0,0,3.769,-20.725,-0.14,0,0.05
,SPX 17N1925D10,FebW2 1925 Puts,170131,16:00:00,1925,P,170210,0.383,0.58,0.2,0.3,-0.569,,149,-0.039,0,10.549,-8.928,-0.699,0,-1
