Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,150616,16:00:00,, ,,,,,,,,,1,0,,,,,2096.3
,SPX 15R1720,Jun 1720 Puts,150616,16:00:00,1720,P,150619,,0,,0.05,,,10530,-0.002,0,0.074,-0.259,-0.002,0,-1
,SPX 15R1720D26,JunW4 1720 Puts,150616,16:00:00,1720,P,150626,,0.05,0.05,0.15,,,5,-0.037,0,1.512,-2.142,-0.08,0,-1
,SPX 15R1720D30,JunQ 1720 Puts,150616,16:00:00,1720,P,150630,0.372,0.11,0.15,0.25,,,60,-0.074,0.001,3.216,-5.622,-0.211,0,-1
,SPX 15S1720D2,JulW1 1720 Puts,150616,16:00:00,1720,P,150702,0.358,0.14,0.2,0.3,,,41,-0.104,0.001,4.247,-6.119,-0.304,0,-1
,SPX 15S1720D10,JulW2 1720 Puts,150616,16:00:00,1720,P,150710,0.311,0.3,0.35,0.45,0.333,,1,-0.21,0.002,8.886,-6.349,-0.826,0,-1
,SPX 15S1720,Jul 1720 Puts,150616,16:00:00,1720,P,150717,,0.51,0.1,0.95,0.039,,329,-0.344,0.003,14.202,-6.289,-1.547,0,-1
,SPX 15S1720D24,JulW4 1720 Puts,150616,16:00:00,1720,P,150724,0.279,0.89,0.8,1.15,0.101,,,-0.539,0.004,23.231,-8.629,-3.016,0,-1
,SPX 15S1720,Jul 1720 Puts,150616,16:00:00,1720,P,150730,,0.54,0.1,0.95,-0.019,,329,-0.356,0.003,17.759,-4.725,-2.316,0,-1
,SPX 15T1720,Aug 1720 Puts,150616,16:00:00,1720,P,150821,0.252,2.81,2.2,3.3,-0.021,,747,-1.479,0.01,62.415,-11.582,-12.168,0,-1
,SPX 15T1720,Aug 1720 Puts,150616,16:00:00,1720,P,150830,0.236,2.76,2.2,3.3,-0.004,,747,-1.5,0.011,65.95,-10.232,-13.666,0,-1
,SPX 15U1720,Sep 1720 Puts,150616,16:00:00,1720,P,150918,0.243,5.91,5.1,6.5,-0.019,,30,-2.608,0.016,113.033,-14.336,-29.327,0,-1
,SPX 15R1725,Jun 1725 Puts,150616,16:00:00,1725,P,150619,,0,,0.05,,,18508,-0.002,0,0.078,-0.272,-0.002,0,-1
,SPX 15R1725D26,JunW4 1725 Puts,150616,16:00:00,1725,P,150626,,0.05,0.05,0.15,,,393,-0.04,0,1.589,-2.236,-0.084,0,-1
,SPX 15R1725D30,JunQ 1725 Puts,150616,16:00:00,1725,P,150630,0.367,0.11,0.15,0.25,,,8255,-0.079,0.001,3.365,-5.645,-0.222,0,-1
,SPX 15S1725D2,JulW1 1725 Puts,150616,16:00:00,1725,P,150702,0.353,0.15,0.2,0.3,,,2001,-0.111,0.001,4.449,-6.086,-0.32,0,-1
,SPX 15S1725D10,JulW2 1725 Puts,150616,16:00:00,1725,P,150710,0.31,0.32,0.35,0.5,0.344,,633,-0.222,0.002,9.278,-6.723,-0.867,0,-1
,SPX 15S1725,Jul 1725 Puts,150616,16:00:00,1725,P,150717,0.292,0.53,0.45,0.8,0.189,510,4997,-0.363,0.003,14.799,-7.516,-1.622,0,0.65
,SPX 15S1725D24,JulW4 1725 Puts,150616,16:00:00,1725,P,150724,0.276,0.92,0.75,1.25,0.087,,12,-0.567,0.005,24.102,-8.709,-3.147,0,-1
,SPX 15S1725,Jul 1725 Puts,150616,16:00:00,1725,P,150730,0.244,0.57,0.45,0.8,0.105,510,4997,-0.376,0.003,18.487,-5.35,-2.425,0,0.65
,SPX 15T1725,Aug 1725 Puts,150616,16:00:00,1725,P,150821,0.25,2.91,2.3,3.4,-0.021,,159,-1.544,0.011,64.311,-11.864,-12.617,0,-1
