Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,130529,16:00:00,, ,,,,,,,,,1,0,,,,,1648.5
,SPX 13Q1375D31,MayW5 1375 Puts,130529,16:00:00,1375,P,130531,,0,,0.05,,,724,-0.001,0,0.016,-0.04,0,0,-1
,SPX 13R1375D7,JunW2 1375 Puts,130529,16:00:00,1375,P,130607,,0.02,,0.05,,,1589,-0.026,0,0.76,-1.045,-0.037,0,-1
,SPX 13R1375D14,JunW3 1375 Puts,130529,16:00:00,1375,P,130614,,0.13,,0.15,,,1129,-0.123,0.002,4.045,-3.415,-0.296,0,-1
,SPX 13R1375,Jun 1375 Puts,130529,16:00:00,1375,P,130621,0.286,0.28,0.1,0.3,-0.25,31,40482,-0.231,0.003,7.952,-3.789,-0.724,0,0.35
,SPX 13R1375D28,JunQ 1375 Puts,130529,16:00:00,1375,P,130628,,0.52,0.1,0.9,-0.038,,1448,-0.409,0.005,14.158,-6.024,-1.596,0,-1
,SPX 13S1375,Jul 1375 Puts,130529,16:00:00,1375,P,130719,0.247,1.44,1,1.7,-0.056,11,8639,-1.038,0.01,35.184,-8.084,-5.742,0,1.55
,SPX 13T1375,Aug 1375 Puts,130529,16:00:00,1375,P,130816,0.233,3.43,2.9,3.9,-0.009,25,2641,-2.113,0.018,72.796,-10.534,-16.685,0,3.45
,SPX 13U1375,Sep 1375 Puts,130529,16:00:00,1375,P,130920,0.222,6.53,5.8,7.1,-0.015,1300,12713,-3.545,0.027,122.314,-11.675,-37.302,0.003,6
,SPX 13U1375D30,SepQ 1375 Puts,130529,16:00:00,1375,P,130930,0.219,7.37,6.7,8,-0.003,,729,-4,0.029,135.868,-11.778,-44.295,0.004,-1
,SPX 13X1375,Dec 1375 Puts,130529,16:00:00,1375,P,131220,0.214,17.17,16,17.9,-0.01,14,21648,-6.657,0.039,249.999,-12.872,-122.19,0.021,17.85
,SPX 14M1375,Jan14 1375 Puts,130529,16:00:00,1375,P,140118,0.211,20.39,19.1,21.1,-0.012,14,3147,-7.396,0.041,284.541,-12.588,-153.922,0.029,20.95
,SPX 14O1375,Mar14 1375 Puts,130529,16:00:00,1375,P,140321,0.213,29.58,28.2,30.5,-0.008,,2121,-9.323,0.045,361.55,-12.777,-238.269,0.048,-1
,SPX 13Q1380D31,MayW5 1380 Puts,130529,16:00:00,1380,P,130531,,0,,0.05,,,368,-0.001,0,0.017,-0.043,0,0,-1
,SPX 13R1380D7,JunW2 1380 Puts,130529,16:00:00,1380,P,130607,,0.02,,0.05,,,149,-0.029,0,0.821,-1.12,-0.04,0,-1
,SPX 13R1380D14,JunW3 1380 Puts,130529,16:00:00,1380,P,130614,,0.14,0.05,0.2,,,210,-0.134,0.002,4.289,-3.585,-0.316,0,-1
