Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,140701,16:00:00,, ,,,,,,,,,1,0,,,,,1973.3
,SPX 14S1640D3,JulW1 1640 Puts,140701,16:00:00,1640,P,140703,,0.37,,0.05,,,1348,0,0,3.627,-31.926,-0.121,0,-1
,SPX 14S1640D11,JulW2 1640 Puts,140701,16:00:00,1640,P,140711,,0.49,0.05,0.15,,10,,0,0,8.493,-15.842,-0.558,0,0.15
,SPX 14S1640,Jul 1640 Puts,140701,16:00:00,1640,P,140718,,0.6,0.15,0.7,-0.3,3,2527,-0.025,0,12.037,-12.467,-1.002,0,0.3
,SPX 14S1640D25,JulW4 1640 Puts,140701,16:00:00,1640,P,140725,0.295,0.64,0.35,0.45,-0.375,,,-0.107,0.001,15.297,-6.234,-1.553,0,-1
,SPX 14T1640D1,AugW1 1640 Puts,140701,16:00:00,1640,P,140801,0.268,0.68,0.45,0.55,-0.265,,65,-0.204,0.002,18.125,-5.912,-2.095,0,-1
,SPX 14T1640,Aug 1640 Puts,140701,16:00:00,1640,P,140815,0.233,0.97,0.3,1,-0.33,,14,-0.403,0.003,27.201,-5.232,-3.878,0,-1
,SPX 14U1640,Sep 1640 Puts,140701,16:00:00,1640,P,140919,0.21,2.23,1.85,2.65,0.009,,12,-1.183,0.009,61.331,-7.998,-12.936,0,-1
,SPX 14U1640D30,SepQ 1640 Puts,140701,16:00:00,1640,P,140930,0.203,2.91,2.3,3.2,-0.055,,,-1.445,0.011,76.9,-8.102,-18.04,0,-1
,SPX 14V1640,Oct 1640 Puts,140701,16:00:00,1640,P,141017,0.199,4.02,3.3,4.3,-0.055,,,-2.018,0.014,100.003,-8.832,-26.637,0,-1
,SPX 14X1640,Dec 1640 Puts,,,1640,P,141219,,9.95,,,,,,-3.99,0.023,199.967,-11.206,-77.682,0,
,SPX 14X1640D31,DecQ 1640 Puts,,,1640,P,141231,,11.34,,,,,,-4.331,0.024,220.226,-11.412,-90.844,0,
,SPX 15M1640,Jan15 1640 Puts,,,1640,P,150117,,13.36,,,,,,-4.582,0.025,246.773,-11.764,-109.374,0,
,SPX 14S1645D3,JulW1 1645 Puts,140701,16:00:00,1645,P,140703,,0.37,,0.05,,5,818,0,0,3.652,-31.668,-0.122,0,-1
,SPX 14S1645D11,JulW2 1645 Puts,140701,16:00:00,1645,P,140711,,0.49,0.1,0.15,,110,294,0,0,8.6,-15.818,-0.566,0,0.15
,SPX 14S1645,Jul 1645 Puts,140701,16:00:00,1645,P,140718,,0.6,0.15,0.7,-0.283,,2633,-0.028,0,12.228,-12.494,-1.02,0,-1
,SPX 14S1645D25,JulW4 1645 Puts,140701,16:00:00,1645,P,140725,0.291,0.65,0.35,0.45,-0.385,,93,-0.112,0.001,15.617,-6.196,-1.59,0,-1
,SPX 14T1645D1,AugW1 1645 Puts,140701,16:00:00,1645,P,140801,0.265,0.7,0.45,0.6,-0.257,36,,-0.214,0.002,18.601,-6.065,-2.158,0,0.5
,SPX 14T1645,Aug 1645 Puts,140701,16:00:00,1645,P,140815,0.232,1,0.35,1.05,-0.3,,19,-0.423,0.003,28.023,-5.546,-4.015,0,-1
,SPX 14V1645,Oct 1645 Puts,,,1645,P,141017,,4.15,,,,,,-2.107,0.015,102.867,-9.369,-27.589,0,
,SPX 14X1645,Dec 1645 Puts,,,1645,P,141219,,10.22,,,,,,-4.131,0.024,204.248,-11.376,-79.896,0,
,SPX 14S1650D3,JulW1 1650 Puts,140701,16:00:00,1650,P,140703,,0.37,,0.05,,,5105,0,0,3.677,-31.41,-0.123,0,-1
,SPX 14S1650D11,JulW2 1650 Puts,140701,16:00:00,1650,P,140711,,0.49,0.1,0.15,,56,2732,0,0,8.712,-15.795,-0.574,0,0.15
,SPX 14S1650,Jul 1650 Puts,140701,16:00:00,1650,P,140718,0.324,0.6,0.2,0.25,-0.633,358,41537,-0.031,0.001,12.425,-5.347,-1.039,0,0.2
,SPX 14S1650D25,JulW4 1650 Puts,140701,16:00:00,1650,P,140725,0.286,0.65,0.35,0.45,-0.385,25,128,-0.119,0.001,15.951,-6.157,-1.629,0,0.45
,SPX 14T1650D1,AugW1 1650 Puts,140701,16:00:00,1650,P,140801,0.263,0.71,0.5,0.6,-0.225,,241,-0.224,0.002,19.098,-6.375,-2.225,0,-1
,SPX 14T1650,Aug 1650 Puts,140701,16:00:00,1650,P,140815,0.236,1.03,0.4,1.35,-0.146,2360,16315,-0.444,0.004,28.88,-6.641,-4.157,0,0.9
,SPX 14U1650,Sep 1650 Puts,140701,16:00:00,1650,P,140919,0.206,2.39,1.95,2.85,0.004,1588,39337,-1.301,0.01,65.324,-8.299,-13.958,0,2.4
,SPX 14U1650D30,SepQ 1650 Puts,140701,16:00:00,1650,P,140930,0.199,3.11,2.45,3.4,-0.061,11,4093,-1.582,0.012,81.553,-8.379,-19.382,0,2.9
,SPX 14V1650,Oct 1650 Puts,140701,16:00:00,1650,P,141017,0.196,4.29,3.6,4.6,-0.044,,23,-2.201,0.016,105.815,-9.221,-28.578,0,-1
,SPX 14X1650,Dec 1650 Puts,140701,16:00:00,1650,P,141219,0.191,10.51,9.6,11.1,-0.016,33550,26104,-4.279,0.025,208.612,-11.384,-82.179,0,10.1
,SPX 14X1650D31,DecQ 1650 Puts,140701,16:00:00,1650,P,141231,0.19,11.95,11,12.4,-0.021,,198,-4.633,0.026,229.233,-11.576,-95.878,0,-1
