Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,180216,16:00:00,, ,,,,,,,,,1,0,,,,,2732.2
,SPX 18N2140,Feb 2140 Puts,180216,16:00:00,2140,P,180216,,0,,0.05,,,194,0,0,0,0,0,,-1
,SPX 18N2140D23,FebW4 2140 Puts,,,2140,P,180223,,0.28,,,,,,-0.033,0,4.307,-13.666,-0.217,0,
,SPX 18O2140D2,MarW1 2140 Puts,180216,16:00:00,2140,P,180302,0.53,1.21,0.95,1.1,-0.157,,156,-0.13,0.001,16.538,-23.962,-1.321,0,-1
,SPX 18O2140D9,MarW2 2140 Puts,,,2140,P,180309,,2.03,,,,,,-0.216,0.001,28.063,-29.318,-2.88,0,
,SPX 18O2140,Mar 2140 Puts,180216,16:00:00,2140,P,180316,0.436,2.72,2.2,2.4,-0.154,,236,-0.31,0.001,38.137,-25.577,-4.577,0,-1
,SPX 18O2140D23,MarW4 2140 Puts,180216,16:00:00,2140,P,180323,0.399,3.37,2.7,3.1,-0.139,,,-0.431,0.002,49.257,-24.068,-6.885,0.002,-1
,SPX 18P2140,Apr 2140 Puts,180216,16:00:00,2140,P,180420,0.34,6.59,5.4,5.9,-0.143,,187,-0.883,0.003,96.276,-23.028,-19.52,0.013,-1
,SPX 18Q2140,May 2140 Puts,180216,16:00:00,2140,P,180518,0.309,8.97,8.4,8.9,-0.036,,,-1.583,0.006,136.568,-21.898,-34.831,0.032,-1
,SPX 18U2140,Sep 2140 Puts,,,2140,P,180921,,25.13,,,,,,-4.008,0.011,342.48,-19.286,-160.555,0.112,
,SPX 18X2140,Dec 2140 Puts,,,2140,P,181221,,36.63,,,,,,-5.054,0.013,471.035,-17.195,-282.697,0.15,
,SPX 18N2145,Feb 2145 Puts,180216,16:00:00,2145,P,180216,,0,,0.05,,,249,0,0,0,0,0,,-1
