Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,180606,16:00:00,, ,,,,,,,,,1,0,,,,,2772.3
,SPX 18R2315,Jun 2315 Puts,180606,16:00:00,2315,P,180615,,0.93,0.05,0.15,,,145,0,0,13.34,-33.815,-0.82,0,-1
,SPX 18R2315D29,JunQ 2315 Puts,180606,16:00:00,2315,P,180629,0.31,1.54,0.75,0.85,-0.481,,12,-0.094,0.001,30.387,-12.149,-3.224,0,-1
,SPX 18S2315,Jul 2315 Puts,180606,16:00:00,2315,P,180720,0.259,2.16,1.8,1.95,-0.13,,83,-0.426,0.002,51.008,-13.44,-7.621,0,-1
,SPX 18T2315,Aug 2315 Puts,180606,16:00:00,2315,P,180817,0.233,4.6,4.1,4.3,-0.087,,,-1.039,0.005,102.115,-15.356,-21.581,0,-1
,SPX 18U2315,Sep 2315 Puts,180606,16:00:00,2315,P,180921,0.219,8.16,7.9,8.2,-0.013,,57,-2.109,0.01,169.379,-16.853,-47.524,0,-1
,SPX 18U2315D28,SepQ 2315 Puts,180606,16:00:00,2315,P,180928,0.218,9.35,9.1,9.4,-0.011,,18,-2.373,0.01,188.073,-17.326,-55.904,0,-1
,SPX 18X2315,Dec 2315 Puts,,,2315,P,181221,,21.26,,,,,,-4.809,0.016,357.652,-18.082,-160.719,0.006,
,SPX 18R2320,Jun 2320 Puts,180606,16:00:00,2320,P,180615,,0.93,0.05,0.15,,,482,0,0,13.449,-33.743,-0.828,0,-1
,SPX 18R2320D29,JunQ 2320 Puts,180606,16:00:00,2320,P,180629,0.308,1.55,0.75,0.9,-0.465,,66,-0.098,0.001,30.752,-12.387,-3.268,0,-1
,SPX 18S2320,Jul 2320 Puts,180606,16:00:00,2320,P,180720,0.258,2.19,1.85,2,-0.119,558,262,-0.44,0.002,51.863,-13.69,-7.771,0,2.1
,SPX 18S2320D31,JulM 2320 Puts,180606,16:00:00,2320,P,180731,0.242,3.4,2.65,2.8,-0.197,21,146,-0.602,0.003,76.239,-14.069,-13.647,0,2.85
,SPX 18T2320,Aug 2320 Puts,180606,16:00:00,2320,P,180817,0.231,4.67,4.1,4.4,-0.09,,683,-1.07,0.005,103.779,-15.501,-22.01,0,-1
,SPX 18U2320,Sep 2320 Puts,180606,16:00:00,2320,P,180921,0.217,8.31,8,8.3,-0.019,,54,-2.167,0.01,172.076,-16.895,-48.482,0,-1
,SPX 18U2320D28,SepQ 2320 Puts,180606,16:00:00,2320,P,180928,0.216,9.52,9.3,9.5,-0.009,100,5,-2.436,0.011,190.969,-17.497,-57.005,0.001,10.1
,SPX 18X2320,Dec 2320 Puts,,,2320,P,181221,,21.6,,,,,,-4.905,0.016,361.992,-18.222,-163.4,0.006,
,SPX 19M2320,Jan19 2320 Puts,,,2320,P,190118,,25.23,,,,,,-5.636,0.018,410.708,-17.713,-203.901,0.009,
,SPX 18R2325,Jun 2325 Puts,180606,16:00:00,2325,P,180615,,0.93,0.05,0.15,,410,925,0,0,13.56,-33.672,-0.835,0,0.1
,SPX 18R2325D29,JunQ 2325 Puts,180606,16:00:00,2325,P,180629,0.305,1.56,0.75,0.9,-0.468,,5942,-0.103,0.001,31.126,-12.379,-3.314,0,-1
,SPX 18S2325,Jul 2325 Puts,180606,16:00:00,2325,P,180720,0.255,2.22,1.85,2,-0.131,1224,751,-0.455,0.003,52.74,-13.541,-7.926,0,2.04
,SPX 18S2325D31,JulM 2325 Puts,180606,16:00:00,2325,P,180731,0.24,3.44,2.7,2.85,-0.192,,468,-0.621,0.003,77.402,-14.305,-13.897,0,-1
,SPX 18T2325,Aug 2325 Puts,180606,16:00:00,2325,P,180817,0.23,4.75,4.2,4.5,-0.084,,223,-1.103,0.006,105.481,-15.648,-22.451,0,-1
,SPX 18T2325D31,AugM 2325 Puts,180606,16:00:00,2325,P,180831,0.223,6.36,5.8,6,-0.064,24,1690,-1.492,0.007,135.981,-16.459,-33.206,0,7.05
,SPX 18U2325,Sep 2325 Puts,180606,16:00:00,2325,P,180921,0.216,8.46,8.2,8.5,-0.013,56,184,-2.227,0.01,174.823,-17.2,-49.465,0,8.35
,SPX 18U2325D28,SepQ 2325 Puts,180606,16:00:00,2325,P,180928,0.215,9.68,9.4,9.7,-0.013,,5994,-2.501,0.011,193.915,-17.67,-58.132,0.001,-1
