Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,130429,16:00:00,, ,,,,,,,,,1,0,,,,,1593.6
,SPX 13Q1300D3,MayW1 1300 Puts,130429,16:00:00,1300,P,130503,,0.02,,0.05,,,3214,-0.009,0,0.509,-1.767,-0.018,0,-1
,SPX 13Q1300D10,MayW2 1300 Puts,130429,16:00:00,1300,P,130510,,0.07,,0.05,,,1995,-0.038,0,1.866,-2.608,-0.108,0,-1
,SPX 13Q1300,May 1300 Puts,130429,16:00:00,1300,P,130517,,0.11,0.1,0.15,,1550,34398,-0.079,0.001,3.37,-2.865,-0.249,0,0.1
,SPX 13Q1300D24,MayW4 1300 Puts,130429,16:00:00,1300,P,130524,0.295,0.24,0.1,0.25,-0.25,,5,-0.171,0.002,6.987,-2.996,-0.664,0,-1
,SPX 13Q1300D31,MayW5 1300 Puts,130429,16:00:00,1300,P,130531,0.275,0.39,0.15,0.4,-0.282,,,-0.265,0.003,11.09,-3.479,-1.247,0,-1
,SPX 13R1300,Jun 1300 Puts,130429,16:00:00,1300,P,130621,0.252,1.02,0.8,1,-0.118,337,85474,-0.689,0.007,26.57,-5.651,-4.211,0,0.95
,SPX 13R1300D28,JunQ 1300 Puts,130429,16:00:00,1300,P,130628,0.249,1.4,0.95,1.75,-0.036,,1237,-0.884,0.008,34.735,-6.797,-6.139,0,-1
,SPX 13S1300,Jul 1300 Puts,130429,16:00:00,1300,P,130719,0.234,2.32,2,2.35,-0.06,37,20760,-1.473,0.013,54.34,-7.466,-11.834,0.001,2.2
,SPX 13T1300,Aug 1300 Puts,130429,16:00:00,1300,P,130816,0.227,4.22,3.7,4.7,-0.005,20,9,-2.334,0.018,88.376,-9.069,-24.383,0.004,4.1
,SPX 13U1300,Sep 1300 Puts,130429,16:00:00,1300,P,130920,0.221,7.08,6.4,7.6,-0.011,1103,45596,-3.311,0.023,132.523,-10.03,-45.715,0.011,7
,SPX 13U1300D30,SepQ 1300 Puts,130429,16:00:00,1300,P,130930,0.218,7.8,7.1,8.4,-0.006,,434,-3.597,0.024,144.121,-9.984,-52.447,0.014,-1
