Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,170921,16:00:00,, ,,,,,,,,,1,0,,,,,2500.6
,SPX 17U2130D22,SepW4 2130 Puts,170921,16:00:00,2130,P,170922,,0.06,,0.05,,,163,0,0,0.892,-5.754,-0.02,0,-1
,SPX 17U2130D29,SepQ 2130 Puts,170921,16:00:00,2130,P,170929,,0.21,0.05,0.1,,,1442,-0.01,0,4.963,-9.053,-0.268,0,-1
,SPX 17V2130D6,OctW1 2130 Puts,170921,16:00:00,2130,P,171006,0.3,0.75,0.2,0.3,-0.667,,358,-0.03,0,16.245,-6.385,-1.326,0,-1
,SPX 17V2130D13,OctW2 2130 Puts,170921,16:00:00,2130,P,171013,0.272,0.92,0.45,0.55,-0.457,,3307,-0.119,0.001,22.332,-8.182,-2.233,0,-1
,SPX 17V2130,Oct 2130 Puts,170921,16:00:00,2130,P,171020,0.255,0.98,0.7,0.8,-0.235,,88,-0.228,0.002,26.125,-9.165,-2.951,0,-1
,SPX 17V2130D27,OctW4 2130 Puts,170921,16:00:00,2130,P,171027,0.236,1.05,0.95,1.1,-0.029,,750,-0.351,0.002,30.923,-9.233,-3.972,0,-1
,SPX 17V2130D31,OctM 2130 Puts,170921,16:00:00,2130,P,171031,0.228,1.13,1.1,1.25,0.035,1,15,-0.42,0.003,34.232,-9.305,-4.669,0,1.1
,SPX 17W2130,Nov 2130 Puts,170921,16:00:00,2130,P,171117,0.218,3.19,2.35,2.5,-0.238,1,23,-0.761,0.005,76.125,-11.915,-13.979,0,2.5
,SPX 17W2130D30,NovM 2130 Puts,170921,16:00:00,2130,P,171130,0.205,3.5,3.1,3.3,-0.086,,33,-1.215,0.008,89.611,-11.811,-18.586,0,-1
,SPX 17X2130,Dec 2130 Puts,170921,16:00:00,2130,P,171215,0.203,5.79,4.8,5,-0.155,23,40,-1.647,0.009,129.147,-13.529,-31.57,0,4.75
,SPX 17X2130D29,DecQ 2130 Puts,170921,16:00:00,2130,P,171229,0.199,6.78,6.4,6.6,-0.041,,,-2.381,0.013,152.15,-14.184,-41.337,0,-1
,SPX 18U2130,Sep18 2130 Puts,,,2130,P,180921,,48.89,,,,,,-8.911,0.027,637.86,-14.854,-479.674,0.002,
,SPX 18X2130,Dec18 2130 Puts,,,2130,P,181221,,61.53,,,,,,-10.582,0.029,755.31,-13.482,-669.091,0.005,
,SPX 17U2135D22,SepW4 2135 Puts,170921,16:00:00,2135,P,170922,,0.06,,0.05,,,38,0,0,0.9,-5.733,-0.021,0,-1
,SPX 17V2135D6,OctW1 2135 Puts,170921,16:00:00,2135,P,171006,0.297,0.75,0.2,0.3,-0.667,,300,-0.033,0.001,16.466,-6.415,-1.347,0,-1
,SPX 17V2135D13,OctW2 2135 Puts,170921,16:00:00,2135,P,171013,0.269,0.93,0.45,0.55,-0.462,,37,-0.125,0.001,22.711,-8.199,-2.277,0,-1
,SPX 17V2135,Oct 2135 Puts,170921,16:00:00,2135,P,171020,0.252,0.99,0.7,0.8,-0.242,,501,-0.238,0.002,26.672,-9.144,-3.022,0,-1
,SPX 17V2135D27,OctW4 2135 Puts,,,2135,P,171027,,1.07,,,,,,-0.366,0.003,31.688,-9.597,-4.086,0,
,SPX 17V2135D31,OctM 2135 Puts,170921,16:00:00,2135,P,171031,0.226,1.16,1.15,1.25,0.034,,90,-0.438,0.003,35.121,-9.461,-4.81,0,-1
,SPX 17W2135,Nov 2135 Puts,170921,16:00:00,2135,P,171117,0.216,3.25,2.4,2.55,-0.24,,12,-0.79,0.005,77.549,-12.023,-14.295,0,-1
,SPX 17U2140D22,SepW4 2140 Puts,170921,16:00:00,2140,P,170922,,0.06,,0.05,,,330,0,0,0.908,-5.713,-0.021,0,-1
,SPX 17U2140D29,SepQ 2140 Puts,170921,16:00:00,2140,P,170929,,0.21,0.05,0.1,,,1338,-0.012,0,5.115,-9.107,-0.277,0,-1
,SPX 17V2140D6,OctW1 2140 Puts,170921,16:00:00,2140,P,171006,0.293,0.76,0.2,0.3,-0.671,5,141,-0.036,0.001,16.695,-6.363,-1.368,0,0.23
