Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,161014,16:00:00,, ,,,,,,,,,1,0,,,,,2133
,SPX 16V1750D14,OctW3 1750 Puts,161014,16:00:00,1750,P,161014,,0,,0.05,,,2704,0,0,0,0,0,0,-1
,SPX 16V1750,Oct 1750 Puts,161014,16:00:00,1750,P,161021,,0.01,,0.05,,2800,22094,-0.004,0,0.244,-0.467,-0.009,0,0.05
,SPX 16V1750D28,OctW5 1750 Puts,161014,16:00:00,1750,P,161028,,0.05,0.1,0.15,,522,431,-0.035,0,1.761,-1.639,-0.108,0,0.15
,SPX 16V1750D31,OctM 1750 Puts,161014,16:00:00,1750,P,161031,,0.07,0.1,0.2,,,3566,-0.048,0,2.561,-1.931,-0.177,0,-1
,SPX 16W1750D4,NovW1 1750 Puts,161014,16:00:00,1750,P,161104,0.318,0.13,0.2,0.35,,,152,-0.099,0.001,4.45,-5.32,-0.358,0,-1
,SPX 16W1750D11,NovW2 1750 Puts,161014,16:00:00,1750,P,161111,0.305,0.46,0.55,0.7,0.37,,1037,-0.341,0.003,12.797,-7.983,-1.331,0,-1
,SPX 16W1750,Nov 1750 Puts,161014,16:00:00,1750,P,161118,0.284,0.77,0.6,0.9,-0.026,1006,6642,-0.522,0.005,20.16,-7.736,-2.437,0,0.85
,SPX 16W1750D30,NovM 1750 Puts,161014,16:00:00,1750,P,161130,0.27,1.55,1.5,1.65,0.019,,2791,-0.909,0.007,37.18,-10.344,-5.708,0,-1
,SPX 16X1750,Dec 1750 Puts,161014,16:00:00,1750,P,161216,0.266,3.24,2.95,3.6,0.009,130,44206,-1.642,0.011,66.589,-13.891,-12.907,0,3.07
,SPX 16X1750D30,DecQ 1750 Puts,161014,16:00:00,1750,P,161230,0.258,4.97,4.8,5,-0.014,,9989,-2.225,0.014,94.201,-15.279,-21.613,0,-1
,SPX 17M1750,Jan17 1750 Puts,161014,16:00:00,1750,P,170120,0.252,7.53,7.2,7.8,-0.007,32,8817,-3.025,0.017,131.48,-16.56,-36.087,0,7.12
,SPX 17O1750,Mar17 1750 Puts,161014,16:00:00,1750,P,170317,0.245,16.68,16.3,17,-0.002,,9933,-5.33,0.024,238.772,-18.684,-94.43,0.002,-1
,SPX 17O1750D31,Mar17Q 1750 Puts,161014,16:00:00,1750,P,170331,0.243,19.14,19,19.4,0.003,,156,-5.804,0.025,264.791,-18.715,-112.622,0.003,-1
,SPX 17R1750,Jun17 1750 Puts,161014,16:00:00,1750,P,170616,0.237,32.29,31.4,32.8,-0.006,,12960,-7.911,0.027,387.098,-18.233,-220.442,0.011,-1
,SPX 17U1750,Sep17 1750 Puts,161014,16:00:00,1750,P,170915,0.233,47.48,46.6,48,-0.004,,1161,-9.893,0.028,510.305,-16.991,-370.55,0.026,-1
,SPX 17X1750,Dec17 1750 Puts,161014,16:00:00,1750,P,171215,0.229,61.84,59.9,62.7,-0.009,,12478,-10.804,0.029,616.419,-15.601,-537.483,0.043,-1
,SPX 16V1755D14,OctW3 1755 Puts,,,1755,P,161014,,0,,,,,,0,0,0,0,0,0,
,SPX 16V1755,Oct 1755 Puts,161014,16:00:00,1755,P,161021,,0.01,,,,,954,-0.005,0,0.256,-0.486,-0.009,0,-1
,SPX 16V1755D28,OctW5 1755 Puts,,,1755,P,161028,,0.05,,,,,,-0.037,0,1.848,-1.707,-0.114,0,
,SPX 16W1755D4,NovW1 1755 Puts,,,1755,P,161104,,0.13,,,,,,-0.105,0.001,4.672,-2.823,-0.377,0,
,SPX 16W1755D11,NovW2 1755 Puts,,,1755,P,161111,,0.48,,,,,,-0.361,0.003,13.376,-6.377,-1.4,0,
,SPX 16W1755,Nov 1755 Puts,161014,16:00:00,1755,P,161118,0.285,0.81,0.65,1.05,0.049,,41,-0.551,0.005,20.978,-8.518,-2.551,0,-1
,SPX 16X1755,Dec 1755 Puts,161014,16:00:00,1755,P,161216,0.264,3.35,3,3.7,-0.003,9,1,-1.711,0.012,68.517,-14.101,-13.363,0,3.2
,SPX 16X1755D30,DecQ 1755 Puts,161014,16:00:00,1755,P,161230,0.257,5.12,5,5.2,-0.006,38,193,-2.31,0.014,96.585,-15.579,-22.296,0,4.9
,SPX 16V1760D14,OctW3 1760 Puts,161014,16:00:00,1760,P,161014,,0,,0.05,,,122,0,0,0,0,0,0,-1
,SPX 16V1760,Oct 1760 Puts,161014,16:00:00,1760,P,161021,,0.01,,0.35,,,2373,-0.005,0,0.269,-0.506,-0.01,0,-1
,SPX 16V1760D28,OctW5 1760 Puts,161014,16:00:00,1760,P,161028,,0.05,0.1,0.2,,10,246,-0.04,0,1.94,-1.777,-0.12,0,0.1
,SPX 16V1760D31,OctM 1760 Puts,161014,16:00:00,1760,P,161031,,0.08,0.1,0.2,,,152,-0.055,0.001,2.808,-2.083,-0.196,0,-1
,SPX 16W1760D4,NovW1 1760 Puts,161014,16:00:00,1760,P,161104,0.313,0.14,0.25,0.35,,,31,-0.112,0.001,4.907,-5.619,-0.398,0,-1
,SPX 16W1760D11,NovW2 1760 Puts,161014,16:00:00,1760,P,161111,0.301,0.5,0.6,0.75,0.36,,71,-0.383,0.004,13.984,-8.501,-1.473,0,-1
,SPX 16W1760,Nov 1760 Puts,161014,16:00:00,1760,P,161118,0.283,0.84,0.6,1.15,0.048,,553,-0.581,0.005,21.832,-8.717,-2.671,0,-1
,SPX 16W1760D30,NovM 1760 Puts,161014,16:00:00,1760,P,161130,0.266,1.68,1.6,1.75,-0.006,34,74,-0.999,0.008,39.801,-10.734,-6.186,0,1.58
,SPX 16X1760,Dec 1760 Puts,161014,16:00:00,1760,P,161216,0.262,3.47,3.1,3.8,-0.009,240,328,-1.783,0.012,70.502,-14.315,-13.838,0,3.28
,SPX 16X1760D30,DecQ 1760 Puts,161014,16:00:00,1760,P,161230,0.256,5.28,5.2,5.4,0.004,,,-2.399,0.015,99.029,-15.996,-23.003,0,-1
,SPX 17M1760,Jan17 1760 Puts,161014,16:00:00,1760,P,170120,0.249,7.95,7.6,8.3,0,,30,-3.239,0.018,137.369,-17.227,-38.173,0,-1
,SPX 16V1765D14,OctW3 1765 Puts,,,1765,P,161014,,0,,,,,,0,0,0,0,0,0,
,SPX 16V1765,Oct 1765 Puts,161014,16:00:00,1765,P,161021,,0.01,,,,,755,-0.005,0,0.282,-0.527,-0.01,0,-1
,SPX 16V1765D28,OctW5 1765 Puts,,,1765,P,161028,,0.06,,,,,,-0.042,0,2.037,-1.852,-0.127,0,
,SPX 16W1765D4,NovW1 1765 Puts,,,1765,P,161104,,0.15,,,,,,-0.12,0.001,5.155,-3.07,-0.421,0,
,SPX 16W1765D11,NovW2 1765 Puts,,,1765,P,161111,,0.53,,,,,,-0.406,0.004,14.622,-6.884,-1.55,0,
,SPX 16W1765,Nov 1765 Puts,161014,16:00:00,1765,P,161118,0.284,0.88,0.7,1.25,0.114,,255,-0.613,0.005,22.722,-9.481,-2.798,0,-1
,SPX 16X1765,Dec 1765 Puts,161014,16:00:00,1765,P,161216,0.26,3.59,3.2,3.9,-0.011,,2,-1.859,0.013,72.544,-14.645,-14.33,0,-1
,SPX 16V1770D14,OctW3 1770 Puts,161014,16:00:00,1770,P,161014,,0,,0.05,,,167,0,0,0,0,0,0,-1
,SPX 16V1770,Oct 1770 Puts,161014,16:00:00,1770,P,161021,,0.01,,0.05,,,1224,-0.006,0,0.296,-0.549,-0.011,0,-1
,SPX 16V1770D28,OctW5 1770 Puts,161014,16:00:00,1770,P,161028,,0.06,0.1,0.2,,,198,-0.045,0,2.141,-1.931,-0.134,0,-1
,SPX 16V1770D31,OctM 1770 Puts,161014,16:00:00,1770,P,161031,,0.08,0.1,0.2,,,160,-0.062,0.001,3.085,-2.252,-0.217,0,-1
,SPX 16W1770D4,NovW1 1770 Puts,161014,16:00:00,1770,P,161104,0.304,0.16,0.25,0.35,0.875,,47,-0.128,0.001,5.418,-5.598,-0.445,0,-1
,SPX 16W1770D11,NovW2 1770 Puts,161014,16:00:00,1770,P,161111,0.296,0.55,0.65,0.8,0.327,,54,-0.431,0.004,15.29,-8.964,-1.631,0,-1
,SPX 16W1770,Nov 1770 Puts,161014,16:00:00,1770,P,161118,0.281,0.92,0.75,1.25,0.076,10,312,-0.647,0.006,23.651,-9.608,-2.931,0,0.8
,SPX 16W1770D30,NovM 1770 Puts,161014,16:00:00,1770,P,161130,0.263,1.81,1.75,1.9,0.011,,10,-1.099,0.009,42.615,-11.457,-6.709,0,-1
,SPX 16X1770,Dec 1770 Puts,161014,16:00:00,1770,P,161216,0.258,3.71,3.3,4,-0.016,,169,-1.938,0.013,74.645,-14.869,-14.841,0,-1
,SPX 16X1770D30,DecQ 1770 Puts,161014,16:00:00,1770,P,161230,0.253,5.61,5.5,5.7,-0.002,,91,-2.587,0.016,104.098,-16.625,-24.491,0,-1
,SPX 17M1770,Jan17 1770 Puts,161014,16:00:00,1770,P,170120,0.247,8.4,8.1,8.8,0.006,,5,-3.468,0.02,143.502,-17.914,-40.387,0,-1
,SPX 16V1775D14,OctW3 1775 Puts,161014,16:00:00,1775,P,161014,,0,,0.05,,,5289,0,0,0,0,0,0,-1
,SPX 16V1775,Oct 1775 Puts,161014,16:00:00,1775,P,161021,,0.01,,0.05,,4002,4874,-0.006,0,0.312,-0.573,-0.012,0,0.05
,SPX 16V1775D28,OctW5 1775 Puts,161014,16:00:00,1775,P,161028,,0.06,0.1,0.2,,500,279,-0.048,0.001,2.251,-2.014,-0.141,0,0.15
,SPX 16V1775D31,OctM 1775 Puts,161014,16:00:00,1775,P,161031,0.317,0.09,0.15,0.25,,,533,-0.066,0.001,3.236,-4.732,-0.229,0,-1
,SPX 16W1775D4,NovW1 1775 Puts,161014,16:00:00,1775,P,161104,0.3,0.17,0.25,0.35,0.765,,482,-0.136,0.001,5.696,-5.553,-0.47,0,-1
,SPX 16W1775D11,NovW2 1775 Puts,161014,16:00:00,1775,P,161111,0.292,0.58,0.65,0.8,0.259,,229,-0.457,0.004,15.992,-8.928,-1.717,0,-1
,SPX 16W1775,Nov 1775 Puts,161014,16:00:00,1775,P,161118,0.279,0.97,0.8,1.3,0.082,30,1198,-0.683,0.006,24.621,-10.034,-3.071,0,1
,SPX 16W1775D30,NovM 1775 Puts,161014,16:00:00,1775,P,161130,0.261,1.89,1.8,2,0.005,,472,-1.153,0.009,44.1,-11.781,-6.988,0,-1
,SPX 16X1775,Dec 1775 Puts,161014,16:00:00,1775,P,161216,0.258,3.84,3.5,4.2,0.003,,23566,-2.02,0.014,76.807,-15.445,-15.372,0,-1
