Existing Posn.,Symbol,Description,Date,Time,Strike Price,Call/Put,Exp.Date,Mid IV,Th.Price,Bid,Ask,Percent O/U,Volume,Open Interest,Delta,Gamma,Vega,Theta,Rho,Prob.Finish.ITM,Last
,SPX,SPX Index,140228,16:00:00,, ,,,,,,,,,1,0,,,,,1859.5
,SPX 14N1535D28,FebW5 1535 Puts,140228,16:00:00,1535,P,140228,,0,,0.05,,,1081,0,0,0,0,0,0,-1
,SPX 14O1535D7,MarW2 1535 Puts,140228,16:00:00,1535,P,140307,,0.1,0.05,0.1,,,396,-0.026,0,2.122,-4.91,-0.102,0,-1
,SPX 14O1535D14,MarW3 1535 Puts,140228,16:00:00,1535,P,140314,,0.27,0.05,0.4,-0.148,,26,-0.077,0.001,6.283,-7.212,-0.455,0,-1
,SPX 14O1535,Mar 1535 Puts,140228,16:00:00,1535,P,140321,,0.4,0.1,0.8,0.125,1,1818,-0.157,0.001,9.799,-7.339,-0.872,0,0.5
,SPX 14O1535D28,MarW5 1535 Puts,140228,16:00:00,1535,P,140328,0.298,0.67,0.4,0.75,-0.149,,45,-0.267,0.002,16.321,-7.199,-1.801,0,-1
,SPX 14P1535,Apr 1535 Puts,140228,16:00:00,1535,P,140418,0.263,1.58,1.15,1.85,-0.051,,109,-0.695,0.005,36.996,-9.351,-5.873,0,-1
,SPX 14X1535,Dec 1535 Puts,,,1535,P,141219,,28.14,,,,,,-7.855,0.034,376.768,-13.071,-236.722,0.038,
,SPX 14N1540D28,FebW5 1540 Puts,140228,16:00:00,1540,P,140228,,0,,0.05,,,3432,0,0,0,0,0,0,-1
,SPX 14O1540D7,MarW2 1540 Puts,140228,16:00:00,1540,P,140307,,0.1,0.05,0.2,,,154,-0.027,0,2.183,-4.99,-0.105,0,-1
,SPX 14O1540D14,MarW3 1540 Puts,140228,16:00:00,1540,P,140314,,0.28,0.05,0.4,-0.179,,119,-0.082,0.001,6.458,-7.323,-0.469,0,-1
